ums,nach,pers,umse,nache,perse,pdwichtig,umheute,aspekte,aufwand,behoerde,beh_grund,unsicher,datengm,ds_unter,ds_forsch,kund_dat,a_positiv,a_rsicher,a_gefahr,a_aufwand,a_kompliz,a_vorteil,a_vertrau,a_inno,a_kost,a_berat,a_proz,a_stand,a_ki,a_forsch,a_nachteil,erf_speich,si_speich,erf_intern,si_intern,erf_extunt,si_extunt,erf_forsch,si_forsch,br_zahl,br08,bges,gk9,gk4,aweight,online,vg,br04,br07
runter,gleich,gleich,hoch,hoch,hoch,4,5,2,3,3,,1,4,3,3,5,1,1,1,3,4,1,1,5,3,1,5,3,1,1,5,1,5,2,5,1,5,2,3,1,IKT-Dienstleister,123,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,hoch,hoch,hoch,hoch,5,5,2,3,3,,1,5,3,3,5,1,1,1,5,3,1,3,1,1,2,4,4,1,1,1,,,,,,,,,,ReSteuWip,45,20-49,20-99,86.62222222222222,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,4,4,3,3,3,,2,4,1,1,4,3,2,3,5,5,2,3,4,4,3,4,4,5,3,5,1,4,2,4,1,5,1,5,2,IKT-Dienstleister,180,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,2,4,3,4,3,,3,3,3,3,5,2,2,3,4,4,2,2,3,4,2,4,4,4,4,2,,,,,,,,,,IKT-Dienstleister,15,10-19,5-19,315.4047619047619,0,Infowi,IKT-Branche,IKT-Branche
gleich,hoch,gleich,hoch,hoch,gleich,5,4,2,3,3,,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,2,5,1,5,1,5,1,ReSteuWip,28,20-49,20-99,86.62222222222222,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,5,3,2,2,3,,3,3,1,3,,1,2,1,3,4,,3,,4,4,4,3,2,1,,,,,,,,,,,ReSteuWip,16,10-19,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,runter,gleich,runter,5,4,3,2,3,,2,4,3,3,,1,3,1,3,3,1,2,4,4,1,2,2,2,1,1,,,,,,,,,,techDL,8,5-9,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,hoch,gleich,hoch,hoch,5,4,3,4,3,,2,5,1,3,5,1,1,1,5,5,3,3,3,5,5,3,1,3,3,3,,,,,,,,,,ReSteuWip,24,20-49,20-99,86.62222222222222,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,hoch,runter,gleich,gleich,5,5,3,3,1,Datenschutzvorfälle,1,5,3,3,4,1,4,1,5,4,3,3,2,5,5,4,4,5,1,3,1,5,2,3,1,4,2,2,2,ReSteuWip,70,50-99,20-99,86.62222222222222,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,runter,runter,1,4,2,2,3,,1,1,3,3,5,4,4,2,2,2,2,4,2,2,2,3,2,2,1,1,1,3,1,3,1,3,1,3,1,IKT-Dienstleister,7,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,gleich,gleich,gleich,gleich,5,4,2,2,3,,2,3,3,3,3,,3,1,3,3,,2,2,2,1,3,3,,,,1,3,2,3,1,3,1,3,1,IKT-Dienstleister,24,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,5,5,3,3,3,,2,5,3,3,5,1,2,2,5,5,2,2,2,5,5,5,5,2,1,2,1,4,1,4,1,3,1,4,1,FuE,7,5-9,5-19,67.42105263157895,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,gleich,gleich,gleich,5,5,2,3,3,,2,5,1,3,5,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,,,,,,,,,,ReSteuWip,28,20-49,20-99,86.62222222222222,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,gleich,gleich,gleich,5,5,2,4,3,,1,3,3,3,5,2,1,1,5,3,1,5,3,5,5,5,3,1,5,,1,5,1,5,1,5,1,5,3,IKT-Dienstleister,26,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,hoch,hoch,hoch,hoch,5,4,2,3,3,,2,4,3,3,,2,4,2,4,3,2,5,1,4,5,5,4,1,1,1,,,,,,,,,,sonstigeDL,78,50-99,20-99,32.41176470588236,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,runter,gleich,gleich,gleich,5,4,2,3,3,,1,5,1,1,4,3,4,1,5,5,1,4,3,4,4,4,4,1,3,3,,,,,,,,,,FuE,160,100-249,>=100,19.375,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,hoch,gleich,gleich,hoch,4,4,2,3,3,,2,4,3,3,,1,4,1,5,4,2,3,3,5,3,4,5,3,1,4,,,,,,,,,,techDL,300,250-499,>=100,27.52,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,gleich,hoch,gleich,gleich,1,3,2,1,3,,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,3,1,3,2,techDL,8,5-9,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,gleich,2,4,2,2,3,,2,2,1,,,1,2,1,3,4,1,2,2,3,3,1,1,3,2,1,,,,,,,,,,techDL,15,10-19,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,gleich,gleich,gleich,5,4,3,3,3,,1,5,3,3,,1,1,1,5,5,1,1,3,5,5,1,1,3,1,3,,,,,,,,,,ReSteuWip,5,5-9,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,runter,gleich,gleich,gleich,5,5,3,3,3,,1,5,1,3,3,3,1,4,4,4,1,1,2,5,5,3,1,3,1,5,,,,,,,,,,techDL,12,10-19,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,runter,1,1,3,1,3,,4,1,3,3,1,1,1,1,5,5,1,1,5,5,1,1,1,1,1,1,,,,,,,,,,sonstigeDL,5,5-9,5-19,114.8181818181818,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,hoch,hoch,hoch,gleich,3,4,3,3,3,,2,3,3,3,1,2,1,2,3,2,1,1,2,2,2,2,3,1,1,2,2,3,2,3,1,2,1,2,2,FuE,48,20-49,20-99,26.85714285714286,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,5,4,2,3,3,,2,5,3,3,,3,4,3,4,4,2,3,3,5,4,4,4,3,3,3,,,,,,,,,,ReSteuWip,14,10-19,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,runter,gleich,1,2,3,3,3,,2,2,3,3,2,1,1,3,4,4,3,2,4,4,2,2,2,3,1,4,2,,2,3,1,3,1,3,1,techDL,8,5-9,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,1,1,,1,3,,,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,techDL,29,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,gleich,runter,gleich,gleich,5,4,3,4,1,Datenschutzvorfall,3,5,1,3,5,1,2,5,5,5,1,1,5,5,5,5,2,5,1,5,1,5,2,3,1,5,1,4,2,IKT-Dienstleister,40,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,runter,gleich,hoch,gleich,3,4,2,3,3,,3,3,1,1,4,2,2,2,4,4,2,2,2,4,2,4,4,2,4,3,1,2,2,3,1,3,1,2,1,FuE,50,50-99,20-99,26.85714285714286,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,2,3,2,3,3,,2,2,3,3,3,1,1,1,3,3,3,3,2,5,3,2,1,4,1,3,1,5,2,3,1,5,1,5,1,IKT-Dienstleister,9,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
gleich,hoch,hoch,gleich,gleich,gleich,5,5,2,4,2,,2,5,1,3,5,2,2,3,5,4,3,3,3,5,4,4,4,3,,,,,,,,,,,,ReSteuWip,22,20-49,20-99,86.62222222222222,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,2,2,3,3,3,,4,1,3,3,3,1,3,3,4,4,1,2,3,1,,1,1,,,3,,,,,,,,,,techDL,6,5-9,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,gleich,1,1,3,3,3,,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,techDL,8,5-9,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,hoch,hoch,hoch,hoch,3,5,2,3,,,2,5,3,3,5,1,3,3,5,5,1,1,1,5,1,5,5,1,1,3,1,3,1,3,1,5,1,3,1,techDL,123,100-249,>=100,27.52,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,hoch,hoch,hoch,3,4,3,3,3,,2,2,3,3,3,2,1,1,5,5,1,3,4,5,1,1,1,3,1,4,1,5,2,4,1,5,1,5,2,sonstigeDL,55,50-99,20-99,32.41176470588236,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,hoch,gleich,gleich,gleich,4,5,1,3,3,,1,4,3,3,4,4,4,2,,3,3,4,3,3,4,4,5,3,3,3,,,,,,,,,,IKT-Hardware,130,100-249,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,hoch,gleich,gleich,hoch,4,4,1,3,1,,2,5,,1,4,3,3,1,5,4,3,3,2,4,4,4,3,2,1,1,,,,,,,,,,FuE,948,500-999,>=100,19.375,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,runter,runter,runter,runter,runter,3,4,2,3,3,,2,3,3,3,4,3,4,2,4,3,2,3,3,4,3,4,4,3,3,3,1,3,2,3,1,3,1,3,3,IKT-Hardware,600,500-999,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,runter,gleich,gleich,gleich,4,5,2,3,3,,2,4,3,3,4,3,4,3,4,3,2,3,3,4,4,4,3,2,1,2,1,5,1,5,1,5,1,4,3,IKT-Dienstleister,30,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,5,5,2,2,3,,1,5,1,3,5,2,3,2,3,3,3,4,3,3,4,4,4,3,1,3,1,4,1,2,1,2,1,2,2,ReSteuWip,160,100-249,>=100,22.07692307692308,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,hoch,hoch,hoch,4,3,2,2,3,,2,4,2,2,5,3,5,1,4,4,4,4,1,3,4,4,4,1,1,1,1,5,1,5,1,5,1,5,2,IKT-Dienstleister,10,10-19,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
runter,gleich,runter,gleich,gleich,gleich,5,4,3,3,3,,2,5,3,3,5,1,3,3,4,4,2,3,3,3,4,4,3,3,1,3,2,2,2,2,1,4,1,2,,UBeratung,15,10-19,5-19,205.9583333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,gleich,runter,3,4,3,3,3,,2,3,3,3,5,1,2,3,3,3,1,3,3,2,3,3,4,1,1,1,1,5,1,4,1,4,1,4,,IKT-Dienstleister,8,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,hoch,hoch,hoch,hoch,3,4,2,3,3,,1,2,,,4,3,1,3,4,4,2,3,1,1,,3,3,3,1,3,1,3,1,3,1,3,1,3,2,sonstigeDL,10,10-19,5-19,114.8181818181818,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,runter,gleich,gleich,hoch,5,5,2,3,3,,2,5,1,3,3,1,3,3,4,5,3,2,3,2,4,3,3,3,3,3,1,3,2,3,2,3,1,3,3,Werbung,12,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,2,4,2,3,3,,,2,3,3,5,1,4,1,4,1,1,1,1,2,2,2,2,1,1,1,1,4,1,4,1,5,1,4,1,Werbung,15,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,runter,gleich,gleich,hoch,5,4,2,3,3,,2,5,1,3,5,1,2,1,3,3,1,1,2,3,3,1,1,1,1,1,2,3,2,5,1,3,1,3,2,ReSteuWip,5,5-9,5-19,604.1142857142858,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,gleich,gleich,gleich,4,4,2,3,3,,2,4,3,3,4,3,3,1,2,3,3,3,1,1,1,1,2,1,3,3,1,3,1,3,1,3,1,3,1,Werbung,4,5-9,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,hoch,hoch,hoch,gleich,4,4,2,3,3,,2,1,1,3,4,2,4,1,4,5,2,3,3,4,4,4,3,3,1,3,1,5,2,3,1,4,1,4,1,IKT-Dienstleister,60,50-99,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,runter,runter,runter,4,5,2,3,3,,1,3,1,3,4,4,5,1,3,3,,5,1,3,5,5,5,1,1,1,1,5,1,5,1,5,1,5,2,UBeratung,563,500-999,>=100,11.625,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,runter,gleich,gleich,gleich,2,4,3,3,3,,2,2,3,3,4,1,2,2,1,2,2,4,3,4,4,3,2,4,4,3,1,4,2,3,1,4,1,3,1,FuE,460,250-499,>=100,19.375,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,runter,1,5,3,3,3,,3,1,3,3,4,1,1,3,5,5,1,1,5,5,5,1,1,5,5,5,1,4,2,3,1,3,1,3,1,IKT-Hardware,25,20-49,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,hoch,hoch,hoch,5,5,1,2,3,,1,5,1,3,3,4,4,1,3,2,1,3,4,4,1,5,4,2,1,1,1,5,2,5,1,5,1,5,1,IKT-Dienstleister,65,50-99,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,gleich,hoch,hoch,gleich,5,2,2,4,3,,3,3,3,3,5,1,1,3,5,3,3,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,UBeratung,8,5-9,5-19,205.9583333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,4,5,2,3,3,,1,4,1,3,,4,4,2,4,3,1,4,2,4,5,4,4,3,1,1,,,,,,,,,,IKT-Dienstleister,68,50-99,20-99,127.1875,0,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,1,3,2,2,3,,1,2,3,3,3,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,3,1,4,1,3,1,techDL,8,5-9,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,hoch,gleich,gleich,gleich,4,4,3,3,3,,2,4,3,3,3,2,3,3,4,4,2,3,4,4,5,4,3,2,2,3,1,3,2,4,1,4,1,4,2,IKT-Hardware,140,100-249,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,runter,runter,runter,runter,4,5,2,2,1,Rückversicherung bei Umsetzung von Änderungen,1,3,1,1,5,1,3,1,2,4,1,2,1,4,3,4,3,1,1,1,1,,2,5,1,5,1,5,1,IKT-Hardware,553,500-999,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
runter,gleich,gleich,gleich,gleich,runter,3,,,,3,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,IKT-Hardware,23,20-49,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,2,5,2,4,3,,1,4,3,3,5,4,3,3,3,5,5,5,4,5,5,5,5,3,3,4,,,,,,,,,,IKT-Dienstleister,25,20-49,20-99,127.1875,0,Infowi,IKT-Branche,IKT-Branche
hoch,gleich,gleich,gleich,gleich,gleich,1,5,3,4,1,Informationsbedarf,2,5,1,1,5,1,2,3,5,5,2,4,5,5,5,2,4,5,2,2,2,2,2,2,1,5,1,5,2,IKT-Dienstleister,430,250-499,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
gleich,hoch,gleich,gleich,hoch,hoch,3,5,3,2,2,,1,3,3,3,2,1,3,1,4,4,1,3,1,4,5,3,3,1,1,1,,,,,,,,,,ReSteuWip,18,10-19,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,hoch,hoch,hoch,5,4,2,3,3,,2,5,1,3,,3,3,1,4,4,3,3,4,4,5,3,4,3,1,3,,,,,,,,,,ReSteuWip,25,20-49,20-99,86.62222222222222,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,runter,gleich,3,5,2,2,3,,1,5,1,3,5,1,3,1,3,3,1,3,1,3,3,3,3,1,1,1,1,3,2,3,1,3,1,3,1,Medienbranche,110,100-249,>=100,18.17391304347826,1,Infowi,Mediendienstleister,Mediendienstleister
runter,runter,gleich,gleich,gleich,gleich,5,5,1,3,3,,3,5,1,1,5,2,3,2,4,3,1,4,2,5,4,5,4,3,1,1,,,,,,,,,,Werbung,87,50-99,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,gleich,gleich,4,2,2,3,3,,2,3,3,3,,3,3,2,4,4,2,2,3,4,2,2,3,2,2,4,,,,,,,,,,IKT-Hardware,25,20-49,20-99,14.84848484848485,0,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,hoch,hoch,hoch,hoch,5,5,3,3,3,,1,5,3,,5,2,1,1,5,5,1,3,2,4,5,5,5,1,1,1,1,5,1,5,1,5,1,5,2,IKT-Dienstleister,46,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,gleich,hoch,gleich,gleich,4,5,2,3,3,,2,4,3,3,4,2,3,3,4,4,3,3,4,5,5,4,4,3,3,2,2,5,1,4,1,4,1,4,2,sonstigeDL,185,100-249,>=100,87,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,hoch,gleich,gleich,4,4,3,3,2,Klärung von Fragestetllungen,3,5,3,,2,1,1,2,4,4,3,3,4,4,5,4,2,4,1,4,1,4,1,4,1,5,1,3,2,IKT-Dienstleister,171,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
gleich,hoch,gleich,runter,gleich,gleich,3,5,3,3,3,,1,3,3,1,4,3,4,1,4,3,3,3,3,4,2,3,4,3,2,3,1,4,2,4,1,4,1,2,3,IKT-Hardware,85,50-99,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,runter,runter,runter,runter,4,4,3,4,3,,2,4,1,3,2,1,2,5,5,5,1,2,4,5,2,2,2,2,2,5,,,,,,,,,,IKT-Hardware,740,500-999,>=100,8.576923076923077,0,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,5,5,1,3,3,,2,5,3,3,,2,2,4,5,5,3,4,3,5,5,5,2,2,2,2,,,,,,,,,,ReSteuWip,7,5-9,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,3,3,3,3,,,,,,,,1,1,2,5,5,3,1,3,1,4,2,2,3,1,3,,,,,,,,,,techDL,17,10-19,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,5,5,3,3,2,Datenschutzvorfall,1,5,2,2,3,1,3,2,5,3,3,3,4,4,4,5,2,3,4,3,2,5,2,5,1,5,1,5,2,UBeratung,224,100-249,>=100,11.625,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,hoch,hoch,hoch,runter,gleich,5,4,2,3,,,2,5,3,3,4,3,4,2,4,3,,,2,4,3,5,4,,,,1,4,1,3,1,5,1,2,,IKT-Hardware,343,250-499,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
runter,gleich,gleich,gleich,gleich,hoch,3,4,2,3,3,,2,3,1,1,4,1,3,2,3,3,1,2,1,4,2,3,3,2,2,2,,,,,,,,,,IKT-Hardware,300,250-499,>=100,8.576923076923077,0,Infowi,IKT-Branche,IKT-Branche
runter,runter,runter,gleich,gleich,runter,4,5,2,3,3,,2,2,1,3,,1,4,1,4,4,1,2,3,4,4,4,3,2,1,1,,,,,,,,,,Werbung,36,20-49,20-99,39.93333333333333,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,5,5,1,3,1,,1,5,3,1,,1,4,1,4,2,2,4,2,4,1,5,5,1,1,1,,,,,,,,,,FuE,150,100-249,>=100,19.375,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,hoch,hoch,hoch,hoch,hoch,4,4,2,4,3,,2,5,3,3,5,1,3,2,5,5,1,3,1,5,1,3,3,2,2,1,1,5,2,3,1,5,1,5,,Sonstiges VG,370,250-499,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,5,5,1,2,3,,1,5,3,3,5,4,5,1,1,1,4,4,1,3,3,4,5,1,,1,1,5,1,5,1,5,1,5,2,Medienbranche,195,100-249,>=100,18.17391304347826,1,Infowi,Mediendienstleister,Mediendienstleister
runter,runter,gleich,runter,runter,runter,2,3,3,2,3,,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,Medienbranche,22,20-49,20-99,35.17073170731707,1,Infowi,Mediendienstleister,Mediendienstleister
hoch,hoch,gleich,hoch,hoch,gleich,5,5,2,4,3,,1,5,3,3,5,1,3,1,5,4,3,3,3,5,5,2,2,3,1,3,,,,,,,,,,ReSteuWip,10,10-19,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,runter,gleich,hoch,hoch,gleich,1,4,2,3,3,,1,3,3,3,4,1,3,1,3,1,1,2,1,3,2,2,1,1,1,1,1,4,2,4,1,5,1,5,2,FuE,88,50-99,20-99,26.85714285714286,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,3,5,3,3,3,,2,3,3,3,3,1,2,3,5,5,1,1,5,5,5,5,3,3,3,4,2,2,2,2,1,4,1,4,2,IKT-Dienstleister,100,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,runter,gleich,gleich,gleich,5,5,2,3,3,,1,5,3,3,,2,4,1,4,4,3,1,3,4,4,5,4,1,1,3,,,,,,,,,,ReSteuWip,120,100-249,>=100,22.07692307692308,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,runter,hoch,gleich,gleich,4,5,1,2,3,,2,5,,,5,5,4,1,3,2,3,3,2,4,4,4,4,1,,,,,,,,,,,,IKT-Dienstleister,135,100-249,>=100,35.70454545454545,0,Infowi,IKT-Branche,IKT-Branche
runter,runter,runter,gleich,gleich,gleich,4,4,2,3,3,,1,5,1,1,,1,3,3,4,3,4,3,3,4,3,4,5,2,4,2,,,,,,,,,,techDL,45,20-49,20-99,83.43636363636364,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,gleich,gleich,gleich,5,5,2,3,3,,2,5,3,,,1,3,3,5,5,,3,3,5,5,5,5,3,,,1,5,2,3,1,5,,,,Medienbranche,108,100-249,>=100,18.17391304347826,1,Infowi,Mediendienstleister,Mediendienstleister
gleich,hoch,gleich,hoch,hoch,gleich,2,5,3,3,3,,1,5,3,2,3,3,3,3,4,4,2,3,3,3,3,3,3,3,4,4,1,3,2,3,1,3,1,3,1,IKT-Hardware,55,50-99,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,hoch,gleich,hoch,hoch,5,5,2,2,2,,1,5,1,,4,2,2,1,5,3,2,3,,4,4,5,4,2,2,3,,,,,,,,,,Medienbranche,120,100-249,>=100,18.17391304347826,0,Infowi,Mediendienstleister,Mediendienstleister
gleich,gleich,hoch,gleich,gleich,gleich,4,5,3,3,3,,2,5,3,3,4,1,3,1,5,5,1,3,3,5,5,3,2,3,1,5,1,3,2,4,1,4,1,3,2,Medienbranche,190,100-249,>=100,18.17391304347826,1,Infowi,Mediendienstleister,Mediendienstleister
runter,hoch,gleich,hoch,gleich,hoch,5,4,2,3,3,,2,3,3,3,5,3,5,1,3,2,3,2,3,5,4,5,3,3,1,3,,,,,,,,,,IKT-Hardware,76,50-99,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,hoch,gleich,gleich,hoch,5,4,2,3,3,,2,5,1,3,4,4,2,1,3,4,2,3,2,3,2,3,4,2,1,2,,,,,,,,,,IKT-Dienstleister,140,100-249,>=100,35.70454545454545,0,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,hoch,hoch,hoch,gleich,2,4,2,3,3,,1,5,1,3,5,2,3,3,4,3,1,3,5,4,3,5,5,4,3,4,1,4,1,5,1,5,1,3,3,IKT-Dienstleister,574,500-999,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,gleich,runter,runter,runter,1,5,2,3,3,,1,2,1,2,4,1,4,2,5,3,1,4,3,2,5,4,3,1,3,4,1,3,2,4,1,3,1,3,2,IKT-Dienstleister,17,10-19,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,hoch,hoch,gleich,hoch,2,5,3,3,3,,1,4,3,3,4,1,2,2,4,3,3,3,4,4,4,4,3,2,2,2,,,,,,,,,,IKT-Hardware,340,250-499,>=100,8.576923076923077,0,Infowi,IKT-Branche,IKT-Branche
runter,runter,runter,runter,gleich,runter,5,,2,3,3,,1,5,3,3,4,1,4,3,4,4,,2,4,5,4,4,5,4,1,1,1,4,2,4,2,4,1,2,4,Medienbranche,463,250-499,>=100,18.17391304347826,1,Infowi,Mediendienstleister,Mediendienstleister
